index,Tweet,Sentiment_llm
32094,Bienvenue sur le compte du Parti socialiste. Nous sommes engagés pour un avenir écologique et social. 🐝🌹🌱🌎,0
21036,"🇺🇸🙏🏻✝️ Protestant (Catholics don't bother me) cope, i'm Pro Palestine Pro Ukraine",1
31682,"The ""Firing Line"" tradition revived.
@MargaretHoover | @PBS FRIDAY
Pod: https://t.co/kVhniMMzHQ
Listings: https://t.co/5nNENPjj9t
Youtube: https://t.co/N5ahtR8W1j
App: https://t.co/8ui4McGWHQ",0
11024,Official Clandestine Operations & Special Agents Acc't for @cisuganda1. #WeDo Private Intelligence & Investigation. Follow Our ED @MosesHaabwa,0
19266,"Jesus Christ The King lover of my soul.
The Immaculate Virgin Mary Queen of Heaven
my Mother and her faithful saints.
Catholic
Franciscan
Anointed sick",0
13084,Woman. Polish-American. Supporter of Freedom and Pediatric Cancer Research.,0
26922,#InformaciónParaTi,0
22451,"journaliste indépendant au cœur de l'actualité politique, nationale et internationale. également présent sur Facebook https://t.co/ZDasg3CTrL",0
2342,IBEPAC,0
24358,"Demokratyczny socjalista, członek Zarządu Warszawskiego @__lewica, aktywista samorządowy #Mokotów 🏳️‍🌈🏳️‍⚧️🇪🇺🇵🇱 #TransRightsAreHumanRights he/him on/jego",0
32082,"#PeyamaKurd, Kürdistan Bölgesi Başkenti Erbil merkezli medya, analiz ve enformasyon ağıdır 

#Haber #Haberler #Gündem #Erbil #Sondakika #Rusya #Ukrayna #KRG",0
21243,#УкрТві,0
25845,"українка🇺🇦
мама мопса Мо (Моїсея)
джуніор водій
не професійна бігунья",1
27758,"Героям слава🌻 🇺🇦💛💙🔴💪Live From Kyiv🇺🇦🇵🇱
Special reprts 🇬🇧 observer  covering
Ukraine War",1
14047,I´m not in the mood to tell you anything here.,0
30046,"I'm a bot. Every minute of every day, I tell Putin to go fuck himself in various languages of the world. #IStandWithUkraine 🇺🇦",1
1248,"@corq's snark account. 

#cyber #linux #agitprop #cats #Україна 🤜 Bulture Brobby 🤛

🇺🇦 Currently in full #Ukraine News mode 🇺🇦

All cats retweeted.",1
17968,"Cuenta de Twitter de los canales de actualidad en Telegram de Info 288

🇪🇸 https://t.co/3Fq4JdoPGE…
🌍 https://t.co/J7FYZdHLsS
🏆 https://t.co/3A18PurjyW…",0
25531,Christian/Reaganite/Hispanic/Vaxxer/ProLife/ProGunControl/Antifascist/Anticommunist/TraitorTrump &his domestic terrorists must be jailed forever/ #Ukraine🇺🇦👊,1
20027,"39 Jahre, Angestellter beim MZZ-Briefdienst, EU 🇪🇺 Kritiker, Kritiker der Medien und Politiker, Glaube nie, hinterfrage alles. 🐕‍🦺🐕 Besitzer, Stier",0
25690,"Humanity. Equality. Tolerance. 
Equal rights. Minimalism. Love of life.",0
33409,"Economia, Borsa, mercati finanziari. Spinoza, gli scacchi, lo sport. Occupo centri sociali portando il capitalismo e scrivo sui muri frasi di Milton Friedman.",0
8003,"No, I don`t want to be killed by a #NaziRussian,
because I am not of his nationality.
aka Sveti Petar",-1
15318,"I would like to acknowledge the Gadigal of the Eora Nation, the traditional custodians of this land and pay my respects to the Elders both past and present.",0
22039,Vendeur et acheteur de cryptomonnaies,0
32806,Riskaware24 is a news platform focused to the actual coverage of various important events,0
30278,🌊Nature/fitness/free speech/anti-hate🌊equal justice4all🌊free press🌊Trump moved the USA toward dictatorship. 🌊A line was drawn Nov2020 #FBR #Resist 🌊❤️☘️❤️,0
7782,Hier gibt es Antifa-Infos rund um Schleswig-Holstein! Seite im Aufbau.,0
6798,Here you can type in your biography.,0
23926,"Blogger, Writer, Gamer, movie buff, music fan, mountain biker, climber, it consultant, and cool person.",0
7846,Économie & Commerce| Master7 EsBanque Paris | Droit Eco & Soc.,0
26229,j'❤️ les châteaux #EnergiePropre #VinRouge #Fromage #Phytotherapie #UrgenceClimatique #isolationThermique  #StopClimatiseurs #ReForestation !,0
12375,"SAY WHAT YOU MEAN & MEAN WHAT YOU SAY

WARNING: I'm not politically correct
#Humanity #HumanRights",0
16093,"Wer mir folgt, tut dies aus freiem Willen und ohne Bezahlung. #WeAreNAFO #ThereisnoCIA",0
14653,"Geopolitics - Foreign Policy -  International Leaks
YouTube - https://t.co/MHfyid7ZYb

For Business Query : Internationalleaksbusiness@gmail.com",0
19089,Trump Supporter who is interested in political stories.,0
15756,"Editor-At-Large, https://t.co/g5kydaQqkD, New Voice of Ukraine; BBC freelancer.
Totally biased:
against fascist regimes;
in favor of democracy, rule of law, human rights.",0
15599,"#Promo #Venues #Events, #Bands & Fans - RTs are NOT endorsements - Confirm with Venues/Artist Status of events.
#FB #Bandstanduk +   #Soundcloud #Myspace",0
16953,Trying to make Putin's bum as irritable as possible.,-1
25566,"Dictators are my enemies | Si vis pacem para bellum |🇩🇪|Das Böse triumphiert allein dadurch, dass gute Menschen nichts unternehmen | Military News",0
11726,"Anti FAKE NEWS Makers. Galit sa Fake news,Edited videos and LIE'S .🚫 Fanatic",0
29351,"🇮🇹« On ne voit bien qu’avec le cœur. L’essentiel est invisible pour les yeux »
Il mio nome è GiNo

🖕 Depuis 15 ans #PasDePosteTélé📺
Compte Sec🚑 @2021_n_CoV",0
27927,The latest and greatest ways to add style and excitement to your life in Chicago and beyond.,0
28484,"٧٧٧ Member of #coinborsafamily 🛸
Vatan aşığı Atatürk hayranı
instagram:Fevzi Topakkaya",0
18271,"#укртві ENFP-A Урочисто клянуся, що затіватиму крінжу, і тільки крінжу",0
7330,"Président wa Mzungu FreeLancer Internationalocal GovernancePolicy Canon EOS R5
SM tamu IPL2021 Aeropo stale Cali fornia12-50PLH 831S The EU Indus WISE LOML DH🥰",0
18824,pain never ends,0
31932,"In the bad, we find the good ✍️ Poet | Filmmaker https://t.co/3Hi6LrJWLH",0
3199,"I'm a bot. Every minute of every day, I tell Putin to go fuck himself in various languages of the world. #IStandWithUkraine 🇺🇦",1
22581,Established in 1995 SPW is the very first international online matchmakers and singles tour company and has grown to be the most reputable organization.,0
30163,"Freelancer on 🇺🇦 ~vì͢dͭ.̯ c̢͚ͨu̷t̸.̶̲ ̰̉͘a̸̲͌r͢t̴i͠s̴̺t͍͢ ͒.  ✙

 TPYXA        
https://t.co/4VZ39UKzWg 💫 Nafo ✙ Fella in military history💛💙",0
3657,"Droits de l'Homme, activiste de la révolution syrienne
متى استعبدتم الناس وقد ولدتهم أمهاتهم أحرارا",0
5745,Sono un cazzaro dico solo cazzate,0
4146,Integrante del Mariachi Tunas..Profesor de música en la especialidad de violín..🎻,0
19789,"Україна über alles, курво!☝️",1
10574,#DailyThanthi No.1 #Tamil News website. தமிழக மக்களின் வாழ்க்கையோடும் தமிழக வரலாற்றோடும் இரண்டறக்கலந்த நம்பர் 1 #தமிழ் நாளிதழ் #தினத்தந்தி,0
33505,"Alma Mater: Federico II, Napoli
Giurisprudenza,
Inventore🇪🇺",0
8098,"God loves you, He is protecting you, He is always with you. 
You overcome as He overcame.
May He show you right path 

AMEN",0
19851,"Combat Veteran, Father, Centrist, Patriot and Happily Married.. No Porn DM's..",0
6016,"I'm a bot. Every minute of every day, I tell Putin to go fuck himself in various languages of the world. #IStandWithUkraine 🇺🇦",1
25551,творю і витворяю,0
13492,Retweet É endorsement,0
22726,"Ukrainian resistance
https://t.co/RajMYvgp7t",1
4007,"👌Standing for all the right things in life. 🤝Supporting #Ukraine 🇺🇦 so should you!
#RussiaIsATerroristState",1
10983,"Ekonomista,finansista,manager. SGH. Niezależny czlonek RN https://t.co/Jna7HyHYz1. Ukrzaliznytsia, Ukrposhta. Fundacja Wolności Gospodarczej. MBA, CFA. 🇵🇱🇪🇺🇺🇸🇺🇦",0
18617,"Ukrainian, who wants to live freely.
Lawyer. Artist. Volunteer(see link). #NAFO #Fella.
Just true view on actual events.
Stand up for Ukraine. 
Arm Ukraine now!",1
23769,"🇺🇦 Daily updates: news, photos, & videos. 🌻 Spreading the truth online. ⚔️ Proud NAFO Member. 🚜 Support our project on PAYPAL: info.ukrainewarnow@gmail.com",1
17760,"Fan of Fashion, Music, Food, Traveling and Art. True Ronald Reagan Conservative Republican. Never Trump! Love my family and respecting all life.",0
14590,#Atatürk #futurist #transhumanist #space #AI #SpaceX #Tesla #Artemis,0
19374,"Writer, editor, thinker, ruminator",0
14412,Philanthrop (trotzdem),0
30159,Pizza's expert.,0
12517,"🪖 Real situation of War in Ukraine 🇺🇦
 📢 Spreading Verified Information 💻",0
35284,nd +++ Journalismus von links  +++ https://t.co/EaMjzB2MhQ +++ https://t.co/NhYA4Ll8t2  +++ Instagram: nd.aktuell,0
182,The official Twitter page of Al Mayadeen English Website,0
35200,OIsun be aIdırma yaradan yardır..sanmaki zaIimin ettiği kârdir.. MazIumun ahi indirir sâhi.. Herşeyin bir vakti vardır..,0
34040,"Photographer, journalist & cultural producer.
Retired.",0
20700,"Lawyer ⚖️, @usairforce Vet 🪖, Former Intel Analyst🧠, @UTAustin alumnus, Foodie 🥩, Chess Player, Dr.’s Husband, ♟. #Hookem 🤘Tweets ≠ Legal Advice",0
21071,"| Truth matters 
| Words matter
| Evolutionary perspective
| Atheist with sympathy for Christianity
| Help others, but 'no good deed goes unpunished'",0
18372,"Man wird ja wohl noch fragen dürfen …!
Der Dalai Lama des Rechtspopulismus. Hobby-Imperator.

Meine Krisenvorsorge und Equipment unter https://t.co/T62CFeqDsR",0
23213,"Would appear on Blogger (did originally),  but I don't do Bragging Rights (they want you to sell-your-soul nowadays),  find out by viewing posts, thank you.",0
18732,"Bitte gehen Sie weiter! Hier gibt es nichts zu sehen! Oh, wait..

#NAFO; privat hier

Pro: Maske; geimpft;🇺🇦 🇵🇱 🇫🇷

Contra: #FCKAFD #DIELINKE & Querdenker",0
26903,nature,0
27473,"Ihmisen, #husky'n, #kissa'n lähimmäinen. #viestintä #media #tulevaisuus #yhteiskunta #Akava kaikenlainen #energia @JUKOry #viestintäpäällikkö Kuva: J. Mykkänen",0
10855,"Eco-grad.
A bit left-wing.
Nurturing a passion for the American Civil War.
Very much Blue, where that's concerned.
#Democracy #HumanRights
#StandWithUkraine",1
4092,"Links, Mitte, Rechts - alles außer GRÜN - wie mir der Schnabel gewachsen ist! Geblockt wird nur was unter der Gürtellinie beleidigt!",0
19991,"echte hollandse jongen, qui aime vachement la France und in Berlin zu Hause ist 🤗                                         
Wer mich listet wird geblockt",0
3205,"фотографую концерти,
пишу код, сумну музику, рецензії на вино",0
16107,"PEN Award-Winning Playwright, Writing Your Impermissible, Screenwriter, Playwriting Instructor, Fighter for Wildlife & Animals, Nijinsky Lover",0
1267,I Love God & My Family. I do not like Godless Commies or Frauds. The Election was Stolen and Trump Won!,0
14031,"I'm a bot. Every minute of every day, I tell Putin to go fuck himself in various languages of the world. #IStandWithUkraine 🇺🇦",1
5651,Liebevoll lächelnde und glänzende Augen bewirken Wunder,0
33377,We turn customer dreams into cutting edge IT products. Let's go!,0
2719,"одеські мусора отруїли мене новічком і все людське в мені здохло, залишився гниючий шматок мозоку припаяний до телефону з тві",0
20858,My passions in life: a saviour of Earth from all evildoers. All things - #Bitcoin #AI #Visionary #Cambodia #Canada #Japan #Palestine #TrudeauMustGo #Pierre4PM,0
6005,"Parteilos - 
politisch divers - 
weiblich (das Original mit Menstruationshintergrund)
- Impfstatus: privat
- Für mich brauchst du einen Schubladenladen",0
26938,#OndaCivica 🌊 #FBPE. #NAFOFellas Avvocato alla NCA. Qui opinioni personali. Mamma combattente sempre. Aiuto come posso 3 volontari in Ucraina. No Putinfriends,0
34201,"Former military intelligence analyst, specialist armed conflict and political violence, consultant CBRNe related issues",0
21050,"Technical editor re research. Writer/Author. Writing thriller based in Ontario's North, doing research for 2 guidebooks I will write in '23. RT not endorsement.",0
1265,This profile will not be used to track my personal life. Its just to tweet about things I feel I need to tweet. Got it?! 🇨🇦🇺🇦💪🏼,0
5244,j'❤️#greysanatomy #britney combat respect #biodiversité #viemarine #environnemt #educat° #climat #demain #nosEnfantsnousAccuseront #democratieparticipative,0
26799,"Головні новини Одеси та регіону
Разом - до перемоги!",0
8504,I momenti che cambiano la nostra vita ci mostrano come viverla.. Ogni storia finisce.. La parte più difficile dell’andare avanti...è lasciare andare..,0
35155,Explorer. Writer of gonzo travelogues.,0
23267,"#PeyamaKurd, Kürdistan Bölgesi Başkenti Erbil merkezli medya, analiz ve enformasyon ağıdır 

#Haber #Haberler #Gündem #Erbil #Sondakika #Rusya #Ukrayna #KRG",0
5746,З Україною в серці 💛💙,1
35213,"Creo en el Amor, para mí sinónimos de Justicia, Paz, Unidad, Fidelidad, Solidaridad, Revolución del pueblo, Patria y lucha apasionada por un mundo mejor.",0
15921,"Kind des Ruhrpotts (Dortmunder), Allergisch gegen Rechtsfaschisten (verursachen Brechreiz), Katzenfreund, Team Brokkoli & Team ""Antifa""",0
11925,"🚬 Кидай палити пoмрeш i нe пoбaциш як здoхне Путін || 
📚 erweiterter Kulturbegriff || 🛠️ privat hier || 
🤖 @alec_trik@mastodon.lol",0
19439,"Into anti extremism #StandWithUkraine Fight #AntiSemitism #Feminist #transally #Cis #hun #henne.
Avskyr fascister MAGA og Trump be warned!",1
14371,"personal page of a sixty odd year olds . lover of opera, F1, rugby and golf.",0
13099,A producer dealing with socially responsible projects.  Film Festival Programmer. Industry Advisor - Newport Beach Film Festival.,0
33534,Dog of War. And some Peace. Inside Deep State. Never mistake for a conspiracy what can be attributed to the incompetence of my colleagues. Will bite.,0
23877,Not responsible for myself and the World around. Keep this in mind if you subscribe.,0
3204,"Professional trader AIM, FTSE & Crypto. I mainly spend my time calculating mathematical support lines for stocks & then plotting them on to charts.",0
2338,"US Navy Veteran, Proud Liberal, Skeptic, Girl Dad, Democrat, American. Avid reader, sci-fi nerd, long-suffering sports fan. #Resist #FBR 🌊🌊🌊",0
30026,Chaser of light and master of parkour. #NAFO Member of the Elite Shit-posters,0
22473,"I'm a bot. Every minute of every day, I tell Putin to go fuck himself in various languages of the world. #IStandWithUkraine 🇺🇦",1
6220,"Il tempo è vita, sprecarlo con un idiota è imperdonabile |
€ ha distrutto l'Italia quindi la UE va demolita |
AUDENTES FORTUNA IUVAT
🇮🇹",0
22740,"🇪🇺 #Konservativ 🇩🇪 #Germany 🇨🇷 #Asean 👉🏻„alter,weißer Mann“ mit Lebenserfahrung 👈🏻",0
28945,TNT Radio - Today's News Talk is a live 24/7 news talk station available globally. We cover the biggest topics of our time by credible and expert commentators.,0
10018,• trivia • business • cuisine 🍽 • culture&history • daily news from and about 🇵🇱 #staytuned 📣 #poland #polish #news,0
9355,Daily news | Top analysis | Stories from #Caucasus,0
25425,"Movimiento católico internacional de profesionales/intelectuales @PIcmica en Navarra. Elkarrizketaren alde, bake eta justizia helburu. 'Fides, cogitatio, actio'",0
16217,"Suka ketawa, mencari kawan baru, bertukar pendapat https://t.co/efjgFS6wqg",0
13145,"@corq's snark account. 

#cyber #linux #agitprop #cats #Україна 🤜 Bulture Brobby 🤛

🇺🇦 Currently in full #Ukraine News mode 🇺🇦

All cats retweeted.",0
23430,"Radfahrer, Bellizist und Freund radikaler Aufklärung",0
10645,"Artist, Vegan",0
496,"🇲🇽🇪🇸🇨🇦 #TeamBrozo
🇺🇦 Slava Ukraini !!!",1
12531,I am Ukrainian. I tell about the Russian invasion of Ukraine. Feel free to share my tweets.,1
33513,"I'm Ukrainian and I have superpower to understand Russians.
If you want to find out more about the phenomenon of #RussianWorld or #Rashism, just ask me.",0
13287,"Вся ложь, грязь и мерзость оккупантов станет публичной
#Kherson #Zaporizhzhia #Crimea",0
875,"Always foraging for what feeds the soul,Photo wild flower meadow, Gardening,Antiques & Jewellery,Travel often on my bicycle,Food,Nature,Dog walks,National trust",0
597,Незламна українка-патріотка!,1
5817,"Retired Earth Sciences Researcher, Professor, Analyst, Writer, Trekker and Explorer. 🥾🌎  Invested now in the new #Uranium Bull Market. ⚛️⛏️  🤠🐂",0
4023,"Мрію, щоб хуйло здох і потім всіх  щасливих українців фотографувати 💙💛",-1
11312,я люблю кукурудзу і джея,0
34729,Inter-agency coordinator on protection from sexual exploitation + abuse #PSEA @unfpa @UN_Ukraine #DoNoHarm #Safeguarding Alumna @collegeofeurope Opinions my own,0
13053,"A progressive perspective often expressed through selecting, commenting & sharing of political cartoons. #VoteBlue2022 #VoteBlueNoMatterWho #StrongerTogether",0
9859,"French citizen, woman, love 🐱
#FreeSyria #SlavaUkraini
HIMARS o'clock
#WeAreNAFO
#NAFOexpansion
""See a Fella, follow a Fella""
STOP COVID disinformation",0
17780,https://t.co/jsq43jeYZZ & https://t.co/mEpNXovRco which explore development & use of firearms & military history. Co-host @FightingOnFilm podcast.,0
34797,El periódico global líder de habla hispana.,0
22139,"Racing Toward Truth, Justice, And Liberty For All",0
23309,ニュース、かわいい動物、きれいな風景、飯テロ、スポーツ、IT関連、自公政権批判。あと、中国や韓国という国家を批判する方をとやかく言う気はありません。でも中国人、韓国人は我々日本人と同じ人間です。私にも韓国人、台湾人、中国人の友人がいます。その方たちに対する誹謗中傷を書くような方は私はフォローしませんしブロックします。,0
23002,"Profesyonel Hayat Koçu Çobanı / Kiev Baş Şamanı /
Aklın Resmi Hesabı / Brain Official Account /
Carpe Diem /
Allah'sız, dinsiz, kitapsızın önde bayrak tutanı.",0
24490,"Luca Ceccato
Tweets about the #russianinvasion of #Ukraine",1
19259,#NAFO | News & Insight |        #Ukraine | 🇨🇿🇪🇺🇺🇦 | Donate to https://t.co/XtsnacMjjZ,0
32290,We Love Science! #science #space,0
21310,"English, supporter of Ukraine, defender of democracy, possible future big problem for Russia 😂",1
29527,It feeds the rich while it buries the poor ... by « Guns N’Roses »,0
5885,"Cybersecurity Advisor | Fighting at the front lines of cybersecurity, occasionally reporting back. | https://t.co/N6huXWGR2Y",0
18557,"تعال واتبعني💯❤ يتم تنزيل الكثير من الأفلام الجيدة
 يوميًا💯❤ شكرا لك على اهتمامك💯❤",0
28401,Front End Developer #GirlsWhoCode,0
28057,"Don`t want to be deceived?
BE VIGILANT",0
1382,"Artist:sculpture,painter,bike builder,conservative",0
6961,propaganda from the patriarchy.,0
2194,"🐝🐢 Plus à l' Ouest. ✌ Bâbord d' abord.
 J' aime les couleurs la zoologie la botanique le tableau de Mendeleiev. Insoumise depuis le 20ème siècle. ♻️🌍🚰",0
9906,"HAKİKAT!
Siyaset Bilimi",0
25048,"ДТП Киев Авария ФОТО ВИДЕО
https://t.co/pL0HKi1Cnx",0
9865,Keep Calm and гострiть вила,0
23370,"Conoce las tendencias en Restaurantes, Museos, Antros, Música Películas, Viedeojuegos y más sólo en Siempre en Red",0
12551,"A global provider of news, WorldNews (WN) Network presents news from mainstream and regional sources. This permits a variety of perspectives and interpretations",0
26073,"Goals: Stand up for justice, liberty, truth, reality.   Be aware of implicit bias.  Block asshattery.  Remember, physics wins in the end.  Take time to write.",0
17312,"Goal: “to find the Ruzzian, and bonk him down”: #NAFO, #NAFOExpansionisnonnegotiable, 🇺🇦🇺🇦🇺🇦, #WeAreNAFO 🇦🇺🇦🇺",1
19994,Die proletarische Userklasse tut was sie tun muss. 🌹 er/he,0
24779,"lic.oec.HSG,Präsident @GLP_BL:„Die Welt ist voller Lösungen!Lasst sie uns umsetzen!“ #ErneuerbareEnergie #Umweltschutz #Sonnenenergie #Biodiversität #Biogärtner",0
563,"Борітеся-поборете!
🇺🇦",1
27839,"Retired vascular/endovascular surgeon. BLM Racial & Social justice now.  Vote in 2022! (Oh, and grandfather to 5!) 🇺🇦🇺🇸 (Background photo by @enn_nafnlaus)",0
20938,Awareness. If I were you I would not be me. Free thinker I can challenge your fear to true #LOVE Audiovisual comunication Mix of Pisces Aquarius Taurus 🌈🌙🌞🌹,0
32775,"Journalist, blogger. https://t.co/HNypzpYoCm",0
28935,"Job last position Data base manager
Linguistics in Moscow State University + Public Relations at Paris II Assas (Bac+7)
""rien n'est jamais acquis à l'Homme...""",0
26394,Додав опис тут,0
12435,"le « pessimiste » est un optimiste qui voit loin devant, sidéré de voir comment l’histoire se reproduit en piétinant son fameux « devoir de mémoire » 😏",0
849,"Orientalistin, Übersetzerin, Lektorin
Alles hat immer zwei Seiten!
Wer beleidigt, wird geblockt.",0
16659,It was a dark and stormy night ...,0
34392,Слава России!! Слава Путину!! 🇷🇺🇷🇺🇷🇺🇷🇺,-1
32719,"Retired CIA. Tough Moderate Republican, Entrepreneur, KiS Products, Facts DO Matter, RT does not = agreement. opinions my own!",0
12365,"We follow Ukrainian and Russian socials/media to give you the latest information on the Ukraine war. 
Slava Ukraini 🇺🇦",1
2810,"I'm Russian speaking Ukrainian and I have superpower to understand Russians. If you want to understand the phenomenon of #RussianWorld or #Rashism, just ask me",0
15209,"Blood, toil, tears and sweat",0
28764,"🇪🇺 Musician, Activist, Mentor. Passionate European",0
30210,"Israël, Republikein, Nijmegen en NEC. Satire (sarcasme) en Hobbyfotograaf. Fuji X-T2 & Fuji X-T1 16mm f2.8 (schrijf uitsluitend op persoonlijke titel)",0
15361,"Literature & Cultural Studies
Yiddish & Central & Eastern Europe
Prof at European University @Viadrina
on 🇩🇪 🇵🇱 border- 1700 km to Naples 🇮🇹 & Kharkiv🇺🇦",0
16755,Info about Ukraine invasion,0
16880,"中国/上海/北京/大連/広州/南京/マカオ/シンセン/東莞/蘇州/杭州/青島/天津/香港/台湾などの情報,ニュースをつぶやいています(中国語もあり)",0
26916,"Noticias; avances, ofensivas, contraofensivas, ; Desde las trincheras de primeras líneas del frente de batallas.",0
11553,бандерівка з Дніпра ✙,0
28455,"Este portal web de noticias consideramos que es un medio de información alternativa sobre el liberalismo 

Contacto: elliberaldiario2@gmail.com",0
17610,"The Professor is the organizer of half that is evil and nearly all that is undetected, with tendencies of the most diabolical kind. Tweets may cause heartburn.",0
32331,#SupportMyanmar #WhatsHappeningInMyanmar #PCF,0
4917,ยินดีที่ได้รู้จักค่ะ,0
25427,"领略自然风光，传播人文之美。
人与自然和谐共生。",0
26341,"живу.люблю. Психотерапевт.
CEO at IT Care https://t.co/tpPVj9J067
#тато_twins #тато_трьох #тві_тато #УкрТві #КийНет #Drupal #WebDev #IOT #київукртві #луцькукртві",0
29487,"Don't Panic!
Хочу відштовхнутись від дна крінжу в #УкрТві, в очікуванні на мобілізацію.
Шукаю  класну жінку.",0
24463,"Sencillamente Jess...
ℹ NO DM  ⛔",0
28272,"That F#*king Guy
#WeAreNAFO
#Fellas

#WeAreNATO",0
8444,"Independent Journalist ,Director of @sdocenter  |I tweet my personal views | Instagram:@khalediskef Youtube: https://t.co/jWVdgLlz33",0
6688,genealogy and strength. Co-founder of @joetkesHub with my uncle @joetke. #Madagascar in our hearts and in our daily actions. Traditionalist lazy but Smart guys,0
20359,"Благодійний фонд ""Центр Спасіння Життя"", співзасновником якого є Антон Геращенко. Мета фонду – порятунок життя! Місія фонду – надання допомоги тяжкохворим! 🇺🇦",0
32179,Ukraine will resist.,1
25714,2 candid for my own good. someone doesn't like me very much. 🧡☮👩‍🦳Starting all over again. Time goes by too fast NinjaElder.🍻 SlavaUkraine,0
10319,"Support aux ukraniens, diverses nouvelles! 🇺🇦 #Ukraine #ArmUkraineNow  #StandWithUkraine #Kiev #Zelensky #EU #Europe 🇪🇺",1
29274,NFT Enthusiast Weirdo,0
27451,"I'm a bot. Every minute of every day, I tell Putin to go fuck himself in various languages of the world. #IStandWithUkraine 🇺🇦",1
18125,ሰላምኪ ይመለስ ዓደይ,0
29313,War in Ukraine,0
32616,"Für ein demokratisches, offenes, tolerantes und gemeinsames Europa.
Politologe, Historiker, Atheist, Europäer, Schweizer, Buli-Fan",0
10278,"Українське інтернет-видання ""ГОРДОН""
----------
Украинское интернет-издание ""ГОРДОН""",1
27298,"📞your MOC 202-224-3121 💪🏼 #GeeksResist #TeamSpock, #ΩGuard #wtp2020, #PCA, #BLM, #TeamJustice, #DemCast, if you love democracy-CHECK OUT #UBUNTU for actions",0
29600,"Survivor, stuck between at least two continents at a time... #adoptiveMom #cancersurvivor. #epilepsywarriormom No DM for fundraising please!",0
4964,"non-PC

I don't care about your feelings.",0
29439,"S Corning St, Los Angeles, CA 90035, États-Unis https://t.co/LUmDpQ0xz8",0
28174,"from Odessa, Russian Federation",0
16924,She/a gamer amongst other things. Finding out breaking news about Ukraine war from Ukrainians (Ukrainian DNA). Xenasolo fan. Info warrior. Strategist-other life,0
19223,A-Z Guide to Generational Wealth ✈️Points Millionaire by 26 📸 Instagram (683k) TikTok (1.2M) https://t.co/gL17k3tE15,0
33925,🚨Covering news from around the 🌎 Worldwide Current Affairs! E-Mail: Worldsource24@gmail.com Tips welcome on #cashapp click icon!,0
18778,"Welcome to my world. I am a graphic designer, originally from Ukraine, temporarily living in America, Houston. I want to tell you what Ukraine is a country 🇺🇦",0
28620,Welcome to the Profile of MrGeopolitical. Our goal is to shed light on the Geopolitical reality of the modern world that we live in.,0
20953,"Freiheit, Markt, Recht | Liberaler ohne Partei, weder lechts noch rinks.
🇩🇪 Staatswissenschaften Systemtheorie Bildung | hier mitunter distanzlos",0
32715,"Medio geek, medio cinefilo, medio político, medio Español y medio Ecuatoriano. solo me represento a mí en esta cuenta.",0
34635,"ShaggyFella. IT / Logistics / Not CIA / Mobster 

She/He Her/Him Pre/Post coffee

Supporting Ukraine & @Georgian_Legion vs Mordor.

#NAFO #WeAreNAFO #ExpectUs",1
33099,https://t.co/3emG7RemOZ,0
30789,"Radicalised street prophet of big & weaponised wokeism. Simultaneously the self-proclaimed uniter of eurofeds. Gringo desocupado, enjoyer of cleantech, FP hawk.",0
8994,"geimpft,politisch, tief in der soz. Marktwirtschaft. verwurzelt, Weltbürgerin mit deutsch/italienischem Herzen, mag keine Extremisten weder rechts noch links.",0
176,We all own our parents the fight for freedom. Freedom is life. Marxism is the jail for the soul and the human spirit.,0
33187,"Non avevo alcun bisogno di iscrivermi a Twitter,dopo anni che ho staccato pure FB. Poi,ho deciso di rispondere a chi scrive bugie per fomentare odio e razzismo",0
26580,"Artist, Vegan",0
17493,TIMES NOW is India’s most watched English news channel. Follow for lightning fast #BreakingNews and #Alerts.,0
10627,"Let's go on the same journey under my guidance   ..404 error

Awake, not woke. #Dayz #spacex #BrokenByYou",0
28976,I bring together the issue of historical roots of segregation with the legacy of colonial and socialist policies in Central Eastern European countries.,0
5331,Creemos en el principio de la realidad tal y como es. Nos comprometimos con la información independiente. https://t.co/pAHzyPe6eD…,0
8338,One of the few Americans that believes in Liberty and the pursuit of happiness!  Live Free or Die! #WeThePeople & #AmericaRemembers  Censored by #Twitter! No DM,0
14646,Outgrow old marketing! We help you create interactive content to generate leads. Check us out here. https://t.co/jBzPowYSKK,0
10736,"E' il più autorevole quotidiano in lingua italiana edito in America Latina. Fondato nel 1950 da Gaetano Bafile a Caracas, Premio Nacional de Periodismo nel 1965",0
21192,"E-commerce, Internet Marketing, Tech, NFTs, Play To Earn Gaming. Please use referral code - 62a1f51b51e363a7ad53718f when signing up with Gala Games. Link👇",0
10427,Bersatu melawan tatanan dunia barat ☠️,0
32096,I'm Ira. I live in the city of Rivne in Ukraine. I work as a pharmacist. Status: Engaged. I am 26 years old.,0
11207,"I'm a bot. Every minute of every day, I tell Putin to go fuck himself in various languages of the world. #IStandWithUkraine 🇺🇦",1
34263,"Realist and  Process Optimizer,
Archeology enthusiast",0
12085,"Ukraine, Europe, USA, Earth. 
Politics, history, liberty, patriotism, social justice, science.
Trashy memes are appreciated.
He/him.",0
8284,Politisch in der Mitte / Gegen Links- & Rechtsextremismus / 4x Ungeimpft / Freiheit stirbt immer zentimeterweise,0
28723,"Berlin/Cologne/Hamburg. Nerd, Musician, Gamer, Sportsman, Dog Tamer, Language Enthusiast, Reader of books,#standwithukraine #NAFO",1
